contentsid,alltag,label,title,address,tag,introduction,readcnt,likecnt,reviewcnt,markcnt,snssharecnt,schedulecnt,visitcnt,evelpt,latitude,longitude,phoneno,sbst,img,thumb,tag_orig
CNTS_000000000021308,"숙소,민박,농어촌민박,온돌방,독채,주방기구,자연경관,공용주차장,화장실,무료 WIFI",숙박,더들집,제주특별자치도 제주시 구좌읍 동복리 1607,숙소,"제주 바다를 더 가까이, 더 자세히 보고싶다면",4573,0,1,4,3,0,0,5,33.554398,126.71296,010-3007-8256,"​
​​
큰창으로 제주바다를 오롯이 느낄 수 있는 공간 더들집

더들집은 구좌읍에 위치하여 ‘오름동’과 ‘빌레동’ 두 가지 객실로 구성된 독채 빌라이다.&nbsp;
오름동은 총 2층 건물로 1층에서 계단을 조금 오르면 작은 거실이 있는데 바다가 한눈에 보이기에 적당한 높이인 1m로
설계되어 거실에 놓인 의자에 앉아 제주 바다의 아름다운 풍경을 감상할 수 있다.
빌레동 역시 2층 건물로 2층 거실에 복층으로 구성되어있는 침실은 분리된 공간으로 아늑함을 주고
천장이 창으로 구성되어 제주 밤하늘을 감상할 수 있다.&nbsp;
​​​​​​​
​​",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/982587fb-5257-425c-b11f-f580402cd51a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/8a9245a6-6b96-4716-bbf4-6dc6fc0f2301.jpg,"숙소,민박,농어촌민박,온돌방,독채,주방기구,자연경관"
CONT_000000000500832,"호스텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",숙박,더베이리조트,제주특별자치도 서귀포시 보목동 1252-1,호스텔,올레6코스와 소천지가 앞에 있는 리조트,3681,1,1,2,2,0,0,3,33.24118,126.593475,064-732-8500,"​​서귀포시 보목동에 위치한 더 베이 리조트는 한라산의 능선과 섶섬을 한눈에 바라볼 수 있는 만의 언덕에 자리하며 최대 12인까지 머물 수 있는 객실부터 야외 수영장과 레스토랑, 바비큐장과 전용 산책로를 갖춘 가족형 리조트이다. 모든 객실은 취사도구와 주방을 갖추고 있으며 와이파이가 설치되어 있다. 리조트에서 바닷가 쪽으로 올레 6코스가 지나가고 백두산 천지를 축소한 듯한 '소천지'가 앞에 있다. 이를 비롯하여 정방폭포, 쇠소깍, 제지기 오름 등의 관광지 뿐만 아니라 서귀포 시내로 향하는 대중교통도 가까이 위치한다. ​​​​​​​제주 국제공항으로부터 리조트까지 승용차로 약 50분이 소요된다.",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/fe0aa613-ce12-4bb3-bc7b-c790d0adf28b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/b3652534-08f4-4afe-9cf2-599343a7b776.jpg,"호스텔,숙소,리조트,휴양펜션,펜션,자연경관,수영장,바비큐,공공와이파이존,독채,단체여행객,가족,온돌방,해변,수상레저"
CNTS_000000000021084,"게스트하우스,숙소,공공와이파이존,조식 포함,바비큐,교통,갯벌체험학습장,화장실,무료 WIFI,아주 어려움",숙박,도시락게스트하우스,제주특별자치도 서귀포시 성산읍 성산리 196-2,게스트하우스,옛날 도시락 형태의 아침식사를 즐길 수 있는 곳,1550,0,1,0,0,0,0,5,33.463905,126.93419,010-4095-2525,"​

도시락 게스트하우스는 제주 시외버스터미널에서 110-1번 버스를 타고 ​​​​​​​‘성산일출봉입구’ 정류장에서 내리면 3분거리에 위치하고 있다.&nbsp;

우도 선착장과는 걸어서 10분 거리에 있기 때문에 뚜벅이 여행자에게 편리하다. 

전체적으로 깔끔하고 군더더기 없는 모습을 갖추고 있는 이 게스트하우스는 ​​​​​​​

​​​​​​​각각의 방에 섭지코지, 성산일출봉, 비자림 등 제주의 명소의 이름이 붙어 있어 여행객들에게 더욱 특별함을 느끼게 한다.&nbsp;


​​​​​​​​​
​​

&nbsp;매일 아침 8시부터 9시 30분 사이에는 조식이 제공되는데 게스트하우스 이름에 걸맞게 옛날 도시락 형태로 제공된다.

&nbsp;그 외에도 토스트, 계란 등을 제공하고 있어 기호에 맞게 아침식사를 즐길 수 있다.

&nbsp;여행객들에게 다양한 투어와 체험서비스도 진행하고 있는데, 그중 대표적인 것은 일출 투어와 오름 투어이다.
​​​​​​​
&nbsp;여름에는 시즌에 맞춰 스노클링 체험도 할 수 있다고 하니 사계절 내내 언제 가더라도 다양한 즐거움이 기다리고 있다.&nbsp;


​​​​​​​​",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/1a359574-54c5-49a6-8eb9-ce4b88413b15.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/cab1589f-5c03-4980-98d5-89615b17a641.jpg,"게스트하우스,숙소,공공와이파이존,조식 포함,바비큐,교통,갯벌체험학습장"
CNTS_000000000000674,"호텔,숙소,리조트,서귀포,가족,휴양콘도,수상레저,낚시,주차장,공공와이파이존,부대시설,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",숙박,동원리조트제주,제주특별자치도 서귀포시 서귀동 685,호텔,서귀포시 관광 미항에 위치하고 있는 가족형 리조트,1973,0,1,0,0,0,0,5,33.240833,126.562675,064-732-8701,"​
​




취사실사용시간 06:30~21:30 이며, 세탁기무료이용(세제완비) 외부음식반입이 가능하며,
음식은 취사실에서드시길바랍니다. 취사실은 각 층마다 준비되어있습니다.
조식은 브런치도시락(샌드위치,셀러드,쥬스)으로 제공되며 1set에 5000원입니다 반드시 사전예약에 한합니다.
각 층마다 pc가 구비되어 있습니다.
복사또는 팩스가 필요시, 프런트에 문의바랍니다.





​​",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/7aa83a41-971c-4617-a623-eeebc4b21639.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/e7a4b3fe-dffc-4041-b56b-bbd8ca978244.jpg,"호텔,숙소,리조트,서귀포,가족,휴양콘도,수상레저,낚시,주차장,공공와이파이존,부대시설"
CNTS_000000000000594,"콘도,숙소,호텔,가족호텔,주차장,수영장,양식레스토랑,휴양콘도,노천온천,공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,아주 어려움",숙박,디아넥스 호텔,제주특별자치도 서귀포시 안덕면 상천리 380-7,콘도,드넓은 제주의 자연을 품은 컨템포러리 호텔,5781,0,1,11,3,0,0,3,33.303474,126.39206,064-793-6005,,https://api.cdn.visitjeju.net/photomng/imgpath/202205/30/62fdbbf1-b34e-483d-997b-0d3b9d47be39.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202205/30/9c0238d2-e046-404e-80e3-d6226d90e0e5.jpg,"콘도,숙소,호텔,가족호텔,주차장,수영장,양식레스토랑,휴양콘도,노천온천,안전여행스탬프"
CONT_000000000500843,"호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",숙박,디오션힐,제주특별자치도 서귀포시 안덕면 사계리204,호텔,산방산에 인접한 바다조망이 좋은 펜션,3233,0,1,3,0,0,0,5,33.2367,126.30894,064-792-0102,"산방산의 깎아지는 절벽 밑에 위치한 디 오션힐 펜션은 모든 객실에서 바다와 송악산의 경치를 감상할 수 있는 곳이다. 총 18개의 객실은 월풀 룸을 포함하여 4가지 종류로 나뉜다. 모든 객실에는 냉장고와 전기 밥솥을 포함한 주방기구가 구비되어 있으며 무선 인터넷이 제공된다. 부대시설로는 야외 테라스에 설치된 바베큐장과 2층에 위치한 카페 라운지, 리조트의 잔디밭을 둘러싼 데크 산책로가 있다. 주변 관광지로는 산방산과 송악산, 용머리해안, 사계해변, 화순 금모래해변, 산방산 탄산온천, 제주 조각공원 등이 있으며 제주 국제공항으로부터 승용차로 약 50분이 소요된다.",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/c342979d-0d22-4bc5-bad2-11b6b5cda683.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/a23adc31-12fb-4077-a66e-31645df89f3c.jpg,"호텔,휴양펜션,펜션,주차장,자연경관,해변,공공와이파이존,바비큐,스파,해수욕장"
CNTS_000000000022228,"아라동, 게스트하우스,공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설",숙박,또랑게스트하우스,제주 제주시 아라1동 1955-3,아라동,"또랑게스트하우스는 공항에서 20분,신제주16분의 거리에 서귀포로 넘어가는 길쪽에 위치해 있다. 주변 관광지로는 한라산(성판악,관음사),사려니숲길,산굼부리,제주절물자연휴양림,마방목지,신비의도로,러브랜드,제주별빛누리공원,김경숙해바라기,제주도립미술관,한라수목원,제주미니랜드,등등 가까이 위치해 있다. ​​​​​​​또한 한라산 가시는 분들께는 김밥, 물을 서비스하고, 픽업을 돕고 있다.",2980,1,1,1,4,0,0,5,33.459972,126.53768,064-757-2823,"또랑게스트하우스는 공항에서 20분,신제주16분의 거리에 서귀포로 넘어가는 길쪽에 위치해 있다. 주변 관광지로는 한라산(성판악,관음사),사려니숲길,산굼부리,제주절물자연휴양림,마방목지,신비의도로,러브랜드,제주별빛누리공원,김경숙해바라기,제주도립미술관,한라수목원,제주미니랜드,등등 가까이 위치해 있다. ​​​​​​​또한 한라산 가시는 분들께는 김밥, 물을 서비스하고, 픽업을 돕고 있다.
또랑 게스트하우스는 2층이 남자 도미토리 3층이 여자 도미토리이다. 각층마다 와이파이 기계가 따로 있고, 침대 머리맡엔 개인 전등과 개인콘센트가 구비되어 있다. 각 객실에는 샤워실 1개, 화장실겸 샤워실 1개, 세면대 1개가 있다. 또한 1층에는 간단하게 맥주를 마실 수 있도록 미니바가 운영되고, 아침에는 조식을 먹을 수 있도록 준비되어 있다.(별도요금 필요)
샴푸, 린스, 바디워시, 치약, 헤어드라이기,헤어드라이기, 타올 ,세탁기(칫솔, 폼 클렌저 개인 지참요) ☆ 무료 Wi-Fi 가능
1층 맥주판매 한라산 등반하는 손님에게는 김밥과 물 서비스, 픽업 서비스 가능.",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/a3826b6d-eb92-4e44-845e-4eba9b25ce5e.png,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/a060052d-f47c-4e30-b49f-745de1be2ba0.png,"아라동,게스트하우스,숙소,공공와이파이존,조식 포함,단체여행객"
CNTS_000000000020441,"안전인증숙소,공용주차장,현금결제,화장실,무료 WIFI,현금결제,카카오페이,영어,없음,동반불가능,무료제공,전체금연,세탁서비스,인터넷,카페,운행안함",숙박,뚜르드제주게스트하우스,제주 제주시 구좌읍 종달리 1032,안전인증숙소,자전거를 사랑하는 부부가 운영하는 자전거 테마의 게스트하우스,3605,0,1,3,2,0,0,5,33.49589,126.899994,010-5007-5012,"​

&nbsp;구좌읍 종달리에 있는 뚜르드제주게스트하우스는 자전거 테마로 사장 부부가 직접 건축한 친환경 목조주택의 게스트하우스이다.

자전거 테마의 게스트하우스인 만큼 곳곳에 자전거와 관련된 소품들을 볼 수 있다.

객실은 가족룸, 1인실, 2인실, 도미토리로 되어 있으며, 공동거실에는 여러 명이 앉을 수 있는 식탁이 있지만 

​​​​​​​요리는 불가능하기 때문에 카페에서 조식과 음료 등의 식사를 해결해야 한다. 사전에 예약하면 자전거 대여도 가능하다.
​​​​

​​​​​​​​​
​​​​​​​​",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/b9c42b0d-fa68-4c8b-97be-32abf7c135ab.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/c2b722f4-d9e1-4bd1-8b52-6ec1b2107705.jpg,"안전인증숙소,숙소,게스트하우스,공공와이파이존,조식 포함,휴양펜션,가족,도보여행,물품보관서비스,안전인증민박"
CNTS_000000000020581,"호텔,숙소,서귀포,공공와이파이존,주차장,커피,차,오션뷰호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",숙박,라림부띠끄호텔,제주특별자치도 서귀포시 안덕면 창천리 907-1,호텔,현대적인 인테리어와 환상적인 제주 바다 전망을 즐길 수 있는 곳,2390,0,1,3,0,0,0,3,33.23693,126.363045,064-738-3869,"​​



서귀포시 안덕면의 라림 부티크&nbsp;호텔은 심플하고 모던한 디자인과 함께 깎아지는 기암절벽과 빨간 등대, 

산토리니를 연상케하는 하얀 건물의 바다 전망을 자랑하는 곳이다. 

건물 외관과 프론트, 객실의 작은 소품들까지 부티크 호텔이라는 이름에 걸맞게 세심하고 감각적인 모습을 하고 있다.

객실은 스탠다드, 디럭스, 오션 스위트, 테라스 스위트로 구성되었으며 부대시설로는 조식 서비스가 이루어지는 카페를 갖추고 있다.

주변 관광지로는 올레 8, 9코스, 화순 금모래해변, 용머리해안, 중문 관광단지, 제주 조각공원, 산방산, 마라도 잠수함 등이 있다.


​​​​​​​




​​
​​",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/705dc7ba-c4e1-4c89-9db9-d73f9a14bb66.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/d60a8449-4e46-4278-8228-095e0eded86a.jpg,"호텔,숙소,서귀포,공공와이파이존,주차장,커피,차,오션뷰호텔"
CONT_000000000500848,"호텔,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,장애인 화장실,장애인 전용 주차장,아주 어려움",숙박,라온호텔앤리조트,제주특별자치도 제주시 한림읍 협재리 2838,호텔,비양도와 에메랄드빛 협재바다가 보이는 제주도 서부의 명품 휴양단지 라온호텔앤리조트,3832,0,1,7,1,0,0,5,33.3760556,126.2441268,064-795-3000,"​​-무료 생수 1일 2병 제공
-투숙객 아쿠아풀&amp;수영장 50%할인 적용
-유아용품(아기침대, 젖병소독기, 아기욕조), 가습기 무료대여(유아용품은 한정수량으로 인해 사전 예약제로 운영)
​",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/77755135-d1b3-495e-85e6-d65af5dd3e14.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/dc17399d-d773-41bc-b760-e2dc70c41f20.jpg,"호텔,숙소,리조트,수영장,공공와이파이존,주차장,골프,승마체험,어린이놀이터,부대시설,교통,가족호텔,단체여행객,주방기구,정원,비즈니스센터,관광호텔,무장애관광"
CONT_000000000500854,"게스트하우스,숙소,독채,민박,반려동물보호소,해수욕장,공공와이파이존,조식 포함,반려동물동반입장,반려동물,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,어려움",숙박,레프트핸더 게스트하우스,제주특별자치도 제주시 구좌읍 상도리 471-25,게스트하우스,구좌에 위치하며 평등을 추구하는 게스트하우스,1574,0,1,1,0,0,0,5,33.52012,126.86496,010-4110-0943,"​​구좌읍에 위치한 레프트핸더 게스트하우스는 여행의 순간을 통해 세상의 불평등을 해소하고자 하는 의미를 갖고 모든 여행객들에게 열려있는 공간이다. 이런 온화한 뜻을 품은 레프트핸더는 올레지기인 동시에 지질공원 해설사인 주인장에 의해 운영되고 있다. 이곳의 객실은 총 5개로 커플실, 가족실, 도미토리로 구성되어 있다. 공용공간으로 카페이자 주방이 24시간 동안 열려있으며 이곳에서 음주 및 취식, 책 대여가 가능하다. 조식은 오전 8시부터 1시간 동안 제공하고 있다. 기본 메뉴는 토스트, 시리얼, 각종 음료이며 추가적으로 라면이나 햇반을 판매하고 있다. 주변 관광지로는 세화해변, 벨롱장, 지미봉, 토끼섬, 월정리해변 등이 있으며 제주 국제공항으로부터 승용차로 약 40분이 소요된다.",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/dada1735-0b55-496d-9a7e-2cdc05d2457b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/804371a8-4b4f-4021-8179-a6e37df797c2.jpg,"게스트하우스,숙소,독채,민박,반려동물보호소,해수욕장,공공와이파이존,조식 포함,반려동물동반입장,반려동물,반려동물동반_숙소"
CNTS_000000000018508,"펜션,숙소,휴양펜션,자연경관,해변,독채,단체여행객,가족,바비큐,공공와이파이존,해수욕장,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",숙박,로뎀펜션,제주특별자치도 제주시 우도면 연평리 2515,펜션,"우도 명물중 하나인 산호해변 바로 앞에 위치하여, 객실에서 바다가 보이는 펜션형 민박 펜션로뎀.",1862,0,1,1,0,0,0,5,33.5035896,126.9427205,064-782-5501,"포카리스웨트 광고와 전도연 주연의 영화 인어공주등을 촬영한 세계 유일의 명소입니다. 
최고의 전망으로 성산 일출봉과 한라산을 한눈에 보실 수 있습니다.
 당구장 및 프렌차이즈, 치킨 호프 시설완비로 더욱더 편안하고 좋습니다.




​​",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/85677ed5-9a7d-4775-b7fb-8c9f4fb8c2e8.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/0d59e7fe-bea3-4895-9ee9-31ea55eabbfd.jpg,"펜션,숙소,휴양펜션,자연경관,해변,독채,단체여행객,가족,바비큐,공공와이파이존,해수욕장"
CNTS_000000000021041,"게스트하우스,숙소,온돌방,조식,공항,민박,화장실,무료 WIFI,아주 어려움",숙박,루미수다게스트하우스,제주특별자치도 제주시 이도1동 1789-3,게스트하우스,끊임없는 웃음과 수다로 사랑의 인연이 맺어가는 집,1696,0,1,3,0,0,0,5,33.50207,126.527954,010-9752-1144,"​​​​​​​​


루미수다 게스트 하우스는 제주 시내 중심가, 그리고 교통의 중심인 시청 사거리 인근에 위치하고 있다. 

객실은 1인실, 2인실, 4인실, 6인실로 구성된다. 

부대시설 및 공용공간으로 커뮤니티 공간인 중앙 커뮤니티 홀과 북카페, 주방, 세탁실, 남/녀로 구분된 샤워실과 화장실이 있다.

아침식사는 오전 7시 30분 ~ 9시까지 운영되며 토스트, 시리얼, 계란, 과일, 야채와 각종 음료를 제공한다. 

주변에는 시청, 보성시장, 삼성혈, 자연사박물관, 국수거리 등의 관광지가 있다. 

​​​​​​​버스를 이용하게 되는 경우 광양 버스정류장 앞에서 하차하면 된다.&nbsp;


​
​​​​​​​​​
​",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/3490c301-a48c-4036-b266-d537ea94ba44.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/c26d0b53-fdcc-4045-989b-6d920c011291.jpg,"게스트하우스,숙소,온돌방,조식,공항,민박"
CNTS_000000000018907,"펜션,숙소,휴양펜션,우도,자연경관,민박,해수욕장,카페,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,아주 어려움",숙박,리치망고펜션,제주특별자치도 제주시 우도면 연평리 1185-4,펜션,신축건물의 깨끗한 객실과 아름다운해안뷰를 가진 리치망고펜션입니다.,1815,0,1,2,1,0,0,5,33.5137495,126.9571616,010-7484-0124,"​



걸어서 1분거리에 우도 하고수동 해변이 위치해 있으며, 1층에 리치망고 카페를 같이 운영하고 있습니다.
커플룸과 패밀리룸으로 구성되어 있으며 저렴한 방값을 자랑합니다.





​​",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/9f165998-dc98-4c4e-b113-3bfc5da7cf56.gif,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/017de8ed-7019-4070-9384-a7d4bc70a949.gif,"펜션,숙소,휴양펜션,우도,자연경관,민박,해수욕장,카페"
CNTS_000000000019279,"숙소,펜션,휴양펜션,자연경관,바비큐,공공와이파이존,해수욕장,해안도로,해변,가족,공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,아주 어려움",숙박,마니주팬션,제주특별자치도 제주시 도두일동 1688-9,숙소,관광지와 가까운 마니주펜션,1094,0,1,2,0,0,0,4,33.5089545,126.4722988,064-711-6141,"​
바다전망이 한눈에 보이는 펜션

마니주펜션은 용담해안도로와 일출과 일몰을 감상할 수 있는 도두봉이 근처에 있다.
안도로를 따라 바다전망이 펼쳐지는 이곳에서 이용객들은 제주의 아름다움을 느낄 수 있다.
펜션형 객실과 호텔형 원룸 객실로 구성이 되어 있고, 공동주방이 따로 있어 실내가 쾌적한 편이다.
​​​​​​​또한 바다내음이 가득한 공동테라스에서 바비큐도 즐길 수 있다.

​​​​​​​​​
제주국제공항에서 차로 약 15분 거리에 위치한 마니주펜션은 제주올레 17코스를 따라
​​​​​​​용두암, 도두봉, 용연다리 등 다양한 명소를 볼 수 있으며, 문화관광지로는 제주공룡랜드, 제주러브랜드, 테디베어뮤지엄 등이 있다.

​​​​​​​​​​​​​​​
​",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/eddfa8cd-20ea-4d6d-96fb-a206dd58e0ae.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/9574d60b-5eff-4887-98a3-a4247b28c257.jpg,"숙소,펜션,휴양펜션,자연경관,바비큐,공공와이파이존,해수욕장,해안도로,해변,가족"
CNTS_000000000018265,"펜션,숙소,휴양펜션,해변,산책로,해안도로,바비큐,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,장애인 전용 주차장,아주 어려움",숙박,몽마르뜨펜션,제주도 제주시 애월읍 고내리 91-8,펜션,하귀해안도로 근방에 위치한 전 객실 바다전망인 프로방스풍 펜션,2589,0,1,2,1,0,0,5,33.47103,126.35061,064-799-2100,"​​


애월-하귀 해안도로에 위치한 몽마르뜨 펜션은 프로방스 풍의 전원 별장 분위기를 가지고 있다. 

클래식한 외관과 포근한 내부는 가족여행에 적합한 모습을 하고 있다. 이와 더불어 전 객실에서는 애월의 아름다운 바다 경치를 즐길 수 있다. 

2-4인용 커플룸부터 10-30인용 단체실까지 총 15개의 객실은 원룸형, 거실형, 다락방형, 복층형의 선택이 가능하다. 

기호에 따라 와인, 케잌, 풍선, 엑스트라 베드, 세면도구 등을 추가하여 예약이 가능하다. 

​​​​​​​부대시설로는 야외 수영장, 바베큐장, 식당과 세미나실 등이 있으며 식당에서 조식서비스를 이용할 수 있다.

​​​​​​​

​​",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/33e907cf-abef-4e04-b419-c6d66ca26e83.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/10feb870-a313-4b05-9ce1-73d19f3ca527.jpg,"펜션,숙소,휴양펜션,해변,산책로,해안도로,바비큐,무장애관광"
CNTS_000000000020308,"휴식,숙소,게스트하우스,체험,바비큐,공공와이파이존,단체여행객,해수욕장,해변,수상레저,공용주차장,현금결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설",숙박,물고기나무게스트하우스,제주특별자치도 서귀포시 성산읍 삼달리 1037,휴식,카페와 공방이 함께 운영되는 게스트하우스,1853,0,1,1,0,0,0,5,33.378902,126.84096,010-8566-1037,"​성산읍 삼달리에 위치한 물고기나무 게스트하우스는 숙소와 함께 카페, 목공방이 운영되는 곳이다.
덕분에 모든 곳에 커피냄새와 나무냄새가 향긋하고, 곳곳이 나무로 만들어져 촉감 역시 부드러워 기분이 좋다.
객실은 여성전용 6인 도미토리, 2-3인실, 2인실, 1-2인실의 객실을 갖추고 있고,
화장실 및 샤워실은 2인실 외에는 모두 공용으로 이용해야 하며 건물의 1층에는 오픈 키친과 거실이 있다.

두 공간은 따로 소등시간이 없으며 뒷정리만 잘한다면 아무 부담없이 놀고 쉬고 먹을 수 있다.
마당에 위치한 바베큐 그릴도 별도의 이용 요금이 없다.

목공방에서는 목공체험교실이 열리는데 체험교실은 정해진 시간이 아닌 주인장이 있을 때 이야기하면 체험이 가능하고,
본인이 원하는 나무를 고르고 그림을 그려 넣으면 주인장이 그 모양을 오려주고, 그것을 받아서 사포질부터 마무리 코팅까지 직접 해볼 수 있다.",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/fb38e77d-631a-4c9e-aacc-075cc21737eb.jpeg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/9cfc303d-1d33-437f-a9e6-ef6cf40a7e7d.jpeg,"휴식,숙소,게스트하우스,체험,바비큐,공공와이파이존,단체여행객,해수욕장,해변,수상레저,농어촌민박"
CNTS_000000000020795,"휴식,숙소,게스트하우스,자연경관,바비큐,조식 포함,자전거대여점,매점,음료대",숙박,미라클게스트하우스,제주특별자치도 제주시 도두2동 719-1,휴식,제주공항 근처에 위치한 펜션과 호텔,1608,0,1,2,0,0,0,3,33.509594,126.482,010-7113-2626,"​​




제주시 도두동에 공항인근에 위치한 48호실 규모의 객실 펜션





​",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/3e206137-ecb8-49a2-83a8-116baa65c524.gif,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/51ca01c6-f241-4d26-bb14-d2e359ee1f82.gif,"휴식,숙소,게스트하우스,자연경관,바비큐,조식 포함,자전거대여점,매점"
CNTS_000000000019665,"휴식 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,아주 어려움",숙박,미소게스트하우스,제주특별자치도 제주시 일도1동 1416-1,휴식,원도심속에 편안한 잠자리를 제공하는 게스트하우스,3937,1,1,5,0,0,0,5,33.513412,126.52383,010-5836-8188,"​​제주의 문화와 역사가 살아있는 원도심에 위치한 미소 게스트하우스는 카페와 펍을 비롯한 다양한 놀거리와 공간이 함께 있는 게스트하우스다. 깔끔한 침실과 cctv를 통해 안전하게 유지되는 공용공간은 여행자들에게 안심과 편안한 휴식을 제공한다. 객실은 4인, 6인, 8인 도미토리가 있으며 남/녀 따로 사용한다. 가족일 경우, 하나의 방을 모두 예약할 시 혼숙이 가능하다. 객실 내부로는 음식 및 주류 반입이 금지되어있다. 카페나 펍에서 취식 및 음주가 가능하다. 두 공간은 투숙객 이외의 손님도 올 수 있는 공간으로 다양한 사람들과 어울려 즐길수 있지만 조용한 휴식이 필요한 이들에겐 불편할 수 있다. 이외의 공간으로는 투숙객 전용 노래방과 무료 공용 세탁실, 흡연실이 있다. 조식서비스는 아침 8시부터 9시까지 1층 카페에서 이용할 수 있다. ",https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/3a0c797d-eac2-4d6f-83ba-ed6dac99d429.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/522fbb31-7d12-4cf7-809b-19927948ad8e.jpg,"휴식,숙소,게스트하우스,공항,노래방,공공와이파이존,단체여행객,제주동문시장,농어촌민박"
